,item,item_id
29790,30973,8412
29791,30974,8413
29811,26828,5142
29851,20135,3296
29856,29728,7471
29871,28555,6338
29890,12470,1166
29896,23906,3808
29902,26846,5160
29903,27156,5344
29913,32448,9634
29914,32549,9728
29916,4795,11048
29917,6956,12036
29955,11204,397
29959,6765,11933
29964,18659,2445
29994,29536,7263
30012,18904,2614
30016,28483,6271
30020,7119,12093
30054,6272,11676
30055,6834,11977
30066,14122attr1778,2027
30068,27509,5590
30074,34903,10118
30075,35035,10202
30079,27895,5833
30100,12549,1212
30103,13072,1450
30112,8449,12758
30118,8187,12599
30125,1304,1433
30130,13052,1438
30150,4680,10992
30192,11032,309
30193,11033,310
30194,11036,313
30200,10553,59
30202,12931,1362
30220,7088,12091
30224,12183,996
30237,2167,3538
30238,32459,9644
30258,32137,9340
30261,32661,9842
30268,29299,7066
30275,11895,804
30276,13298,1564
30283,5534,11332
30287,11000,297
30309,30101,7785
30310,30105,7789
30314,30809,8264
30320,5171,11173
30323,8256,12650
30335,7734,12366
30353,25450,4280
30356,5635,11380
30361,11527,602
30362,11528,603
30405,28485,6273
30406,29487,7227
30407,30964,8404
30408,4815,11057
30410,9152,12843
30417,27276,5427
30422,32394,9585
30423,32406,9598
30427,6832attr1371,11975
30431,27742,5733
30469,31613,8827
30472,31616,8830
30473,31617,8831
30475,31620,8834
30488,4750,11033
30495,19574,3046
30497,23921,3812
30526,23771,3746
30531,27375,5485
30544,11615,649
30549,14132,2042
30554,28369,6177
30564,4778,11041
30565,6051,11552
30583,12840,1305
30652,32737,9917
30660,7213,12148
30667,24031,3862
30681,27142,5330
30688,26766,5099
30720,28249attr2412,6061
30736,31965,9176
30746,3749,10505
30756,1044,42
30763,32223,9426
30776,31525,8750
30793,13765,1841
30797,28493,6281
30823,31535,8759
30827,31726,8928
30875,11146,369
30925,13321,1585
30926,5705,11412
30948,29869,7591
30977,24144,3930
30984,34996,10183
30986,13136,1483
30989,977,12945
30994,10745,150
30996,11947,845
31003,28577,6360
31028,19056,2713
31030,19062,2719
31031,19063,2720
31032,20284,3361
31033,2125,3501
31036,28303,6119
31040,31450,8693
31042,31789,8989
31077,4323,10829
31096,2719,5373
31107,2962,7365
31135,28697attr2538,6473
31148,29912,7625
31152,32320,9518
31174,12539,1208
31201,8130,12570
31217,24109,3908
31261,1054,53
31263,18981,2668
31267,32273,9474
31272,11604,643
31275,1428,2056
31278,31044,8466
31292,12533,1205
31296,23980,3845
31302,30977,8416
31303,31049,8471
31304,31757,8958
31316,26254,4768
31319,1143,533
31334,29600,7343
31337,12069,922
31387,24597,4142
31389,26481,4926
31392,27013,5263
31394,28178,5999
31395,28179,6000
31398,30443,7961
31399,30467,7980
31415,10919,244
31422,29156,6918
31426,29424,7159
31430,30709,8188
31433,32211,9414
31437,31834,9033
31440,32461,9646
31441,32473,9657
31442,32559,9742
31443,32570,9753
31451,13674,1789
31457,4816,11058
31461,28809,6572
31486,1613,2175
31542,13545,1718
31576,11605,644
31602,29765,7503
31604,4464,10891
31648,13848,1907
31649,18841,2581
31650,26563,4975
31651,26571,4981
31654,31534,8758
31669,12971,1388
31678,23761,3739
31681,27327,5456
31685,4172,10747
31689,7554,12302
31713,3803,10535
31715,3807,10539
31725,5161,11165
31733,1705,2224
31739,24419,4043
31740,30850,8298
31765,31593,8814
31814,19297,2859
31815,31232,8602
31820,35214,10345
31871,28361,6169
31929,31955attr3220,9166
31934,8228,12631
31937,5580,11360
31946,371,10497
31947,3912,10602
31960,14411,2065
31978,4843,11068
32064,20466,3458
32068,27295,5441
32075,4193,10765
32078,11949,847
32079,24482,4080
32080,25891,4541
32081,25893,4543
32083,28360,6168
32117,24138,3924
32132,26888,5180
32167,26631,5022
32169,27836,5791
32196,24740,4187
32207,11417,528
32208,7772,12385
32218,2159,3530
32219,2161,3532
32220,2163,3536
32254,31981,9191
32272,12805,1286
32275,5568,11353
32297,13746,1827
32300,24068,3879
32301,27116,5309
32304,30734,8212
32310,19477,2969
32314,30842,8292
32320,5476,11297
32322,19705,3118
32326,21748,3542
32327,21749,3543
32348,28283,6104
32356,24565,4120
32359,32229,9432
32365,27117,5310
32374,29616attr106,7360
32379,32076,9281
32384,5992,11509
32420,32608,9790
32421,32674,9855
32423,35031,10198
32426,30813,8267
32492,1037,37
32501,32517,9700
32504,9173,12861
32511,1005attr35,11
32512,1374,1822
32516,4070attr794,10706
32519,23946,3827
32523,28993,6731
32525,29789,7524
32526,29790,7525
32528,31925,9133
32534,14085,1999
32553,11317attr1701,477
32556,6234,11651
32603,6412,11754
32612,13451,1665
32642,13708,1800
32684,27754,5739
32687,7448,12245
32695,20445,3443
32696,20446,3444
32708,945,12911
32739,28673,6442
32745,7331,12194
32746,10996,294
32750,27903,5842
32758,1853,2378
32769,9161,12850
32779,34958,10152
32783,20167,3317
32788,2925,7013
32789,30008,7708
32802,28254,6072
32803,31236,8606
32811,13544,1717
32814,29848,7574
32823,11554,617
32827,1570,2157
32828,1581,2161
32830,23684,3697
32843,32481,9664
32848,5202,11188
32849,6541,11814
32868,27667,5689
32870,31573,8793
32873,33970,10041
32875,30827,8278
32883,3388,10039
32901,31038,8460
32933,1026,28
32936,1051,49
32937,18458,2331
32938,18468,2345
32940,6008,11525
32941,6509,11795
32992,5337,11256
33009,19089,2743
33035,31572,8792
33046,14146,2054
33048,30577,8081
33079,30615,8111
33105,10565attr896,72
33108,27426attr897,5525
33126,11109,349
33129,13442,1659
33144,31130,8541
33153,13579,1741
33162,4175,10749
33167,1798,2264
33177,32788,9967
33178,32790,9969
33182,897,12801
33184,12966,1385
33200,34914,10130
33218,28269,6090
33246,8224,12627
33279,31980,9190
33286,34863,10086
33291,29535,7262
33315,30504,8012
33337,12315,1065
33345,14415,2067
33352,2246,3606
33357,24367,4011
33391,29556attr2920,7294
33414,32130,9333
33415,32131,9334
33425,4674,10986
33426,4697,11008
33431,620attr94,11646
33432,6288,11689
33436,7187,12129
33447,27074,5279
33448,27577,5629
33505,8433,12749
33513,28626,6408
33542,11919,824
33590,31234,8604
33608,28892attr2574,6640
33629,29082attr1925,6818
33637,32708,9888
33642,12957,1381
33648,7411,12231
33671,10771,160
33672,10782,167
33673,10790,170
33674,10793,171
33676,18449,2323
33678,25980,4597
33680,29738,7482
33685,5083,11131
33689,6588,11843
33691,6618,11856
33692,6635,11866
33693,6651,11873
33696,31210,8589
33699,3955,10632
33700,20205,3330
33703,5681,11400
33714,31387,8666
33721,29310,7077
33727,13926,1947
33730,23762,3740
33733,26503,4937
33741,30863,8307
33747,6383,11728
33748,7731,12364
33749,8435,12751
33812,10694,116
33813,24118,3913
33815,30913,8361
33816,5575,11355
33837,31106,8524
33854,30091,7774
33855,30520,8027
33913,28592,6375
33924,30909,8358
33934,32214,9417
33935,32215,9418
33952,3156,8780
33986,26102,4686
34000,21056,3495
34007,29016,6757
34024,28794,6560
34031,34895,10110
34038,7852,12424
34041,19541,3020
34042,2478,4207
34054,28704,6483
34057,32082,9287
34058,32382,9574
34071,10781,166
34090,30979,8418
34092,31960,9171
34104,10558,64
34105,10985,285
34106,11505,586
34107,1891,2616
34109,30907,8356
34110,4353,10838
34111,6623,11859
34112,6632,11864
34143,13341,1594
34144,27290,5437
34172,1217,988
34180,29725,7468
34185,32798,9977
34187,4662,10979
34211,32626,9811
34219,4342,10836
34226,19734,3132
34240,8291,12673
34269,11856,777
34270,11914,820
34272,1245,1152
34273,2464,4158
34322,28697attr2514,6460
34345,29555attr2914,7290
34360,2408,3891
34449,7079,12088
34451,8388,12725
34463,29795,7530
34464,32240,9445
34475,6056,11556
34489,18790,2541
34502,11471,559
34509,1373,1812
34512,1952,3004
34519,26021,4625
34526,29603,7346
34527,30083,7768
34528,30197,7827
34541,7260,12163
34542,13619,1757
34543,1695,2216
34556,5256,11209
34582,23897,3801
34585,28053,5911
34587,30287,7842
34588,30416,7936
34589,30900,8351
34607,32754,9933
34609,4810,11052
34662,11161,380
34683,27949,5866
34736,13548,1721
34753,11086,336
34767,27514,5593
34770,31203,8588
34771,314,8673
34777,325,9682
34784,11275,451
34785,13263,1544
34809,28136,5983
34810,18049,2267
34811,26386,4871
34812,27637,5671
34865,12114,943
34866,13289,1558
34885,26985,5244
34897,30009,7709
34903,30962,8402
34921,7078,12087
34928,4268,10801
34985,13297,1563
35005,20420,3426
35017,29011attr2598,6750
35027,32321,9519
35067,26373,4860
35076,28379,6186
35172,35091,10249
35174,24113,3910
35175,26222,4746
35182,35122,10271
35245,27073,5278
35267,7125,12097
35278,30725,8202
35280,31713,8915
35304,14053,1979
35318,32112,9314
35319,32277,9478
35325,26380,4866
35327,35240,10370
35342,31621,8835
35349,28393,6188
35350,28394,6189
35353,26132,4693
35363,25665,4368
35380,2703,5267
35387,5983,11504
35402,5796,11424
35403,822,12625
35404,884,12788
35405,948,12916
35406,11516,596
35407,11520,599
35408,19311,2871
35409,23924,3813
35419,30720,8199
35420,3471,10072
35422,1635,2185
35424,288,6564
35425,30412,7933
35432,28841,6595
35433,29851,7577
35448,28976,6707
35452,8197,12608
35453,1556,2152
35454,24399,4031
35461,5290,11230
35464,11101,345
35465,11253,441
35468,1720,2226
35472,5691,11406
35477,28942,6680
35489,11116,355
35492,18933,2628
35493,27826,5783
35495,29423,7158
35500,28804,6568
35525,383attr88,10560
35533,25781,4466
35577,3377,10029
35582,11923,827
35624,32740,9920
35625,34989,10178
35693,19690,3114
35751,13143,1488
35803,31478,8714
35832,18994,2675
35866,19041,2707
35878,31457,8697
35888,3731,10503
35900,1935,2893
35901,28561,6343
35902,28561attr2513,6344
35903,29698,7438
35964,29259,7023
35971,25775,4459
35980,3826,10556
35989,10821,187
36000,1614,2176
36001,21579,3527
36021,29540,7268
36051,18976,2667
36055,25369,4241
36057,25695,4398
36058,26194,4732
36064,4692,11001
36067,8281,12666
36068,30770,8244
36076,27172,5358
36175,1459,2102
36206,19131,2770
36214,32311,9508
36234,978,12946
36247,26759,5094
36255,32021,9230
36259,7194,12136
36274,31700,8902
36312,26681,5049
36318,5421,11287
36327,13615,1755
36332,23944,3825
36336,27325,5454
36351,566,11392
36355,6638,11867
36371,29605,7348
36382,26075,4660
36392,30082,7767
36393,35065,10227
36404,18835,2575
36409,32142,9345
36415,695,12034
36421,5706,11413
36423,28573,6356
36444,25868attr2267,4534
36445,25868attr2272,4537
36452,28805,6569
36457,31769,8969
36460,31875,9073
36470,19316,2873
36501,28052,5910
36517,20367,3396
36523,7483,12267
36528,13788,1866
36541,27342,5464
36610,27453,5558
36611,28312,6125
36612,28440,6230
36614,28475,6262
36621,30889attr3104,8328
36638,29136,6888
36652,29486,7226
36653,30538,8044
36676,27566,5619
36678,30058,7749
36688,10551attr84,57
36697,11235,428
36709,13145,1490
36756,31109,8527
36760,31500,8735
36769,32036,9243
36773,32197,9398
36786,8271,12659
36787,8276,12661
36800,3811,10543
36802,3817,10549
36841,29732,7476
36857,11152,375
36858,11153,376
36859,23884,3796
36860,25643,4346
36861,25644,4347
36862,25645,4348
36864,25647,4350
36866,25649,4352
36872,25663,4364
36882,25673,4379
36883,25674,4380
36886,25688,4393
36900,26319,4818
36901,26320,4819
36902,26321,4820
36903,26322,4821
36905,26325,4823
36906,26326,4824
36907,26329,4826
36909,26332,4828
36910,26333,4829
36922,27200,5380
36923,27202,5382
36924,27203,5383
36925,27204,5384
36926,27208,5388
36927,27209,5389
36930,27575,5627
36933,27578,5630
36934,28650,6424
36940,28851,6600
36941,28852,6601
36942,28854,6602
36947,28859,6607
36964,29564,7305
36970,30421,7941
36974,30425,7945
36995,31651,8862
37011,32622,9807
37012,32625,9810
37014,32627,9812
37015,32631,9816
37016,32633,9818
37017,32638,9823
37018,32641,9825
37019,32642,9826
37020,32649,9832
37021,32668,9849
37022,32677,9858
37023,32679,9860
37025,32691,9871
37026,32694,9874
37029,32706,9886
37030,32707,9887
37031,32724,9904
37032,32726,9906
37034,32738,9918
37038,32747,9926
37039,32748,9927
37042,32764,9944
37043,32765,9945
37044,32766,9946
37045,32778,9957
37046,32779,9958
37049,32800,9979
37052,34855,10078
37055,34858,10081
37056,34859,10082
37057,34861,10084
37058,34862,10085
37060,34865,10088
37065,34919,10135
37067,34929,10138
37072,5210,11194
37073,5211,11195
37075,6345,11714
37097,28994,6732
37114,29276,7042
37142,1032,33
37167,32581attr134,9764
37175,902attr38,12807
37179,967,12933
37193,24745,4190
37212,5803,11429
37224,8120,12565
37228,5524,11326
37235,9214,12885
37236,9216,12886
37255,9126,12833
37256,13311,1577
37258,30552,8056
37276,30610,8106
37315,28566,6349
37320,31727,8929
37338,29814,7546
37349,24289,3987
37351,25900,4550
37367,1021,24
37368,13175,1505
37373,12139,963
37377,12475,1172
37387,26428,4900
37393,28613,6395
37405,31797,8997
37408,32044,9251
37410,6235,11652
37417,26104,4687
37422,29037,6776
37425,29414attr2874,7144
37426,29414attr2891,7150
37428,30553,8057
37429,30832,8282
37432,31730,8932
37433,31731,8933
37443,32782,9961
37444,35051,10217
37446,35058,10223
37447,35059,10224
37487,30740,8218
37488,31059,8478
37519,27441,5548
37520,27827,5784
37521,29239,7005
37523,30755,8233
37525,30852,8300
37561,18716,2479
37564,29744,7487
37566,30642,8139
37577,19309,2868
37593,6339,11710
37604,32522,9705
37626,27569,5622
37668,29930attr130,7641
37700,28622,6404
37709,34889,10104
37711,4017,10673
37712,4303,10821
37719,11350,485
37720,12413,1132
37727,24079,3890
37743,7183,12125
37744,7202,12139
37751,11568,624
37752,11572,628
37756,6894,12010
37775,29477attr106,7216
37781,8050,12520
37819,12015,898
37839,30537,8043
37869,29143,6899
37880,29307,7073
37883,32630,9815
37919,11838,763
37944,6278,11681
37965,29204,6972
37969,32474,9658
38026,1131,460
38027,12131,956
38029,19017,2692
38033,24781,4208
38036,26366,4854
38048,31075,8492
38055,32118attr1927,9325
38072,13697,1793
38073,13698,1794
38078,2526,4233
38092,6343,11713
38116,6236attr132,11655
38165,24291,3989
38167,29126attr1871,6876
38169,29158attr2676,6923
38178,26281,4789
38200,12152,976
38205,13713,1804
38208,13777,1854
38240,28871,6619
38251,2958,7321
38257,30104,7788
38292,4314,10824
38312,29201attr2067,6967
38322,1892,2621
38325,34899,10114
38326,5422,11288
38350,5586,11362
38374,20233,3344
38377,637,11723
38381,27898,5836
38392,5455,11292
38403,13637,1772
38407,4200,10769
38411,13756,1834
38415,18916,2618
38420,28762,6532
38421,28764,6534
38425,29264,7029
38446,27109,5302
38451,27705,5711
38461,23939,3821
38483,23882,3795
38515,24299,3992
38517,34220,10053
38557,31111,8529
38573,28900,6648
38580,1010,16
38586,13702,1797
38587,1942,2920
38588,20078,3277
38590,4173,10748
38593,6381,11727
38611,26824,5138
38619,19139,2776
38621,32092,9296
38623,10944,263
38624,10945,264
38634,7880,12443
38654,29956,7665
38656,31583,8804
38680,19574attr133,3048
38696,5804,11430
38708,28734,6508
38710,28760,6530
38711,4788,11044
38754,11065,320
38769,30299,7848
38770,13105,1472
38772,14020,1971
38774,25084,4225
38781,29150attr1923,6912
38789,6465,11782
38790,6735,11915
38795,968,12934
38802,1093,249
38808,18759,2506
38812,23753,3731
38813,23788,3764
38814,23890,3799
38820,29077,6812
38828,5271,11217
38852,29261,7026
38856,14128,2038
38880,31037,8459
38885,18838,2578
38894,5561,11349
38943,8240,12641
38960,30048,7739
38976,30557,8061
38977,11845,769
38994,12111,940
39016,31695,8897
39026,24778,4205
39072,19183,2818
39084,12455,1157
39085,20486,3472
39087,31817,9016
39116,13157,1496
39118,13194,1514
39121,20206,3331
39122,23982,3846
39124,24408,4038
39125,24409,4039
39127,32247,9452
39129,28953,6691
39147,28433attr2435,6224
39149,28547attr2478,6330
39192,18746,2497
39201,29855,7580
39210,31084,8501
39213,32496,9678
39216,28067,5921
39223,4540,10931
39227,11937,840
39246,26078,4663
39256,5344,11258
39278,12472,1168
39283,4665,10982
39297,12345attr1724,1083
39299,25664attr2069,4367
39341,2909,6831
39342,2934,7102
39381,12360,1094
39386,28633,6411
39388,32078,9283
39390,3709,10496
39400,28341attr3224,6150
39424,12332,1073
39425,12704,1254
39436,6565,11833
39445,23770,3745
39458,8420,12746
39474,11809,740
39477,23781attr2424,3759
39479,29644,7388
39480,29891,7610
39503,10848,209
39504,10850,212
39508,25938,4570
39513,11630,654
39514,12387,1109
39515,12391,1112
39516,26768,5101
39517,30710,8189
39519,6096,11573
39564,29132,6884
39575,1212,948
39576,19741,3133
39580,26046,4642
39602,6550,11821
39624,12304,1057
39627,30073,7761
39629,11693,695
39665,30797,8256
39696,3800,10532
39720,1204,912
39723,1288,1330
39733,20202,3329
39736,25417,4262
39741,25767,4455
39743,26280,4788
39747,27639,5673
39754,29311,7078
39755,29333,7094
39759,30103,7787
39762,30581,8084
39770,31493,8729
39793,27360,5474
39799,6895,12011
39801,7192,12134
39816,30463,7976
39817,25761,4449
39823,29217,6991
39839,29759,7497
39844,19889,3209
39847,28279,6099
39862,13324,1588
39961,35042,10209
39989,13007,1404
39994,1599,2170
40016,12969,1387
40017,23958,3832
40019,32129,9332
40020,7570,12317
40040,29892,7611
40053,12841,1306
40054,26418,4890
40056,30745,8222
40059,4564,10938
40064,24551,4108
40065,27174,5360
40068,5969,11495
40069,626,11670
40080,20331,3380
40083,27242,5407
40085,28881,6629
40156,31019,8442
40167,27870,5812
40176,32695,9875
40183,11655,666
40196,26265,4775
40202,29447,7181
40213,35349,10399
40225,14452,2093
40226,18779,2526
40285,32669,9850
40387,32700,9880
40419,20437,3435
40438,27426attr894,5523
40451,4724,11018
40478,12786,1276
40486,19664,3106
40487,30619,8115
40490,8034,12509
40517,31773,8973
40559,30566,8067
40561,30568attr1965,8070
40648,11165,383
40656,26429,4901
40675,18515attr84,2364
40677,18523attr84,2372
40697,13960,1954
40701,918,12866
40714,30456,7972
40716,12434,1143
40727,32090,9294
40830,20487,3473
40858,3656,10478
40860,3854,10569
40861,3885,10588
40875,18824,2566
40879,25419,4264
40891,28697attr2527,6467
40975,11238,431
40976,12648,1238
40977,12649,1239
40983,25766,4454
41046,28739,6512
41047,28834,6587
41069,11798,732
41073,17794,2251
41078,20422,3428
41079,20431,3433
41084,26302,4805
41101,29773,7510
41102,30865,8308
41105,30963,8403
41110,32799,9978
41113,4509,10908
41124,6879,12004
41150,19067,2723
41156,23855,3785
41157,32739,9919
41214,27082,5285
41230,32066,9271
41234,27758,5743
41239,29647,7391
41281,19219,2828
41307,13031,1424
41310,4183,10757
41313,7216,12150
41323,30768,8242
41328,23856,3786
41337,19227,2833
41338,22510,3609
41344,30173,7821
41349,32051,9258
41352,32193,9395
41360,30869,8312
41374,12914,1349
41386,12647,1237
41411,28104,5955
41437,24783,4210
41464,31458,8698
41470,912,12832
41514,26231,4756
41515,26266,4776
41517,30821,8273
41525,8390,12727
41527,24077,3888
41528,29615,7358
41572,2144,3506
41578,7086,12090
41598,614attr803,11597
41603,6901,12015
41607,30866,8309
41609,4894,11083
41640,11559,619
41641,14109,2014
41644,24078,3889
41645,26808,5130
41681,34965,10159
41682,3508,10241
41723,26547,4963
41734,766,12344
41745,10717,130
41746,10941,260
41759,24170,3940
41770,34910,10126
41772,35048,10214
41776,6195,11635
41799,27113,5306
41816,27175,5361
41829,18919,2620
41838,20426,3430
41839,20430,3432
41842,31282,8624
41844,8020,12505
41876,19204,2826
41877,25624,4328
41878,25627,4330
41883,32458,9643
41886,11570,626
41887,12029,907
41890,18911,2617
41891,19007,2683
41893,24019,3856
41931,32557attr3229,9739
41976,24639,4157
42015,31226,8598
42049,31702,8904
42057,29690,7431
42077,13525,1708
42079,28443,6233
42083,6768,11936
42112,28697attr2517,6461
42113,28697attr2520,6463
42154,24139,3925
42162,26409,4882
42165,29488,7228
42176,32139,9342
42196,23806,3771
42200,26964,5235
42202,1009,13
42203,1009attr61,14
42205,11581,635
42212,20333,3382
42215,23781attr1992,3758
42241,35105,10259
42246,6387,11732
42252,936,12905
42275,7354,12206
42292,19763,3141
42293,26722,5070
42306,29205,6975
42332,13284,1554
42382,30895,8346
42441,18821,2564
42467,10922,247
42478,11578,632
42482,12350,1088
42495,13212,1519
42496,13292,1561
42503,13507,1702
42516,14124,2034
42517,14125,2035
42520,14131,2041
42524,151,2128
42534,18892,2605
42552,20166,3316
42553,20322,3374
42554,20365,3395
42560,20475,3465
42565,23942,3823
42567,24329,4004
42593,26048,4644
42594,26057,4654
42596,26083,4667
42598,26205,4738
42614,27005,5259
42622,27564,5617
42623,27580,5632
42630,28096,5946
42647,28504,6293
42658,28950,6688
42660,28982,6712
42670,29212attr2069,6987
42687,29656,7400
42690,29691,7432
42691,29695,7435
42692,29696,7436
42693,29702,7443
42696,29889,7608
42700,30345,7883
42703,30398,7919
42709,30495,8007
42710,30521,8028
42722,3112,8533
42724,31141,8550
42731,31432,8683
42741,31843,9042
42742,31846,9045
42769,3883,10586
42772,3941,10620
42779,4049,10693
42795,4811,11053
42796,4835,11065
42797,4890,11080
42804,5746,11417
42810,5967attr1269,11487
42828,7890,12447
42830,8040,12514
42845,9211,12883
42846,9213,12884
42847,9217,12887
42852,26605,5016
42853,5064,11124
42886,27376,5486
42887,27377,5487
42895,11925attr1714,830
42925,11905,812
42927,29716,7458
43006,10838,202
43007,2301,3652
43009,29756,7494
43010,5265,11213
43013,13312,1578
43015,13315,1581
43019,29101attr2068,6847
43073,10896,236
43075,13435,1652
43077,24435,4049
43084,782,12413
43152,20380,3401
43159,2941,7138
43164,31550,8770
43208,3631,10455
43209,3632,10456
43238,24096,3901
43248,31989,9199
43293,5084,11132
43332,11110,351
43342,32332,9528
43345,620attr84,11645
43346,896,12800
43347,899,12802
43350,19858,3191
43362,24321,4002
43363,28515,6304
43364,28574,6357
43375,3634,10458
43395,13660,1784
43404,28272,6093
43422,440,10856
43438,34962,10156
43450,19888,3208
43497,35215,10346
43505,25601attr2047,4309
43506,25601attr2048,4310
43517,11281,452
43532,24598,4143
43538,3577,10443
43578,29277,7043
43591,312,8587
43636,27384,5494
43639,10730,138
43667,26431,4903
43683,4728,11021
43719,3710attr1262,10499
43779,2266,3621
43797,14062,1983
43798,18377,2281
43804,18467,2344
43805,29761,7499
43806,29762,7500
43816,24539,4104
43818,32047,9254
43830,26095,4679
43831,26100,4685
43832,30555,8059
43856,30585,8088
43865,23100,3655
43887,31840,9039
43891,7855,12427
43916,23889,3798
43941,1069,114
43955,30728,8205
43962,7540,12290
43981,27913,5850
43987,11255,443
43991,6869,11998
44028,29449,7183
44032,30717,8196
44063,5689,11404
44064,1065,101
44083,28777,6547
44091,27811,5773
44126,1231,1061
44127,5576,11356
44138,24173,3943
44190,19567,3038
44195,25401,4253
44233,17781,2248
44285,26381,4867
44290,4510,10909
44291,5384,11277
44302,31856,9054
44305,20270,3357
44322,10994,292
44326,28787,6554
44334,27470,5574
44339,792,12467
44381,12752,1261
44403,26565,4976
44404,26572,4982
44408,32061,9266
44429,7064,12072
44432,6736,11916
44444,20472,3463
44449,12364,1097
44451,13179,1506
44452,20359,3390
44455,6080,11569
44456,8051,12521
44457,25787,4471
44472,12105,937
44476,26196,4734
44488,34890,10105
44493,26578attr1926,4993
44496,32173attr1926,9378
44503,12511,1193
44507,13870,1918
44513,19988,3243
44527,26980,5239
44533,27924,5856
44542,31576,8796
44561,11440,539
44567,29204attr2751,6974
44580,28697attr2535,6470
44581,28697attr2547,6477
44604,13313,1579
44648,4578,10943
44656,7393,12222
44700,13923,1945
44730,27379,5489
44770,5354,11262
44771,8191,12603
44781,26014,4620
44783,8106,12557
44784,8108,12558
44809,28763,6533
44810,31228,8600
44811,11961,854
44812,14089,2002
44817,877,12778
44839,4126,10729
44847,10554,60
44848,11004,300
44859,19899,3214
44882,28497,6285
44900,3874,10581
44901,5275,11221
44907,11928,833
45030,12509,1191
45031,18997,2677
45033,20323,3375
45036,26015,4621
45055,26087,4672
45079,25687,4392
45127,10603,88
45130,11084,335
45131,12754,1262
45139,11252,440
45154,13091,1461
45193,23732,3719
45194,32336,9531
45204,965attr51,12931
45236,11408,522
45244,947attr51,12915
45259,27076,5281
45274,35158,10296
45278,6108,11579
45301,27693,5703
45304,8002,12501
45308,19038,2706
45342,11083,334
45346,5540,11334
45363,19424,2924
45364,25575,4299
45384,12906,1344
45400,6342,11712
45413,2591,4560
45431,8376,12718
45432,8378,12720
45471,5049,11116
45492,30849,8297
45511,28847,6599
45521,32396,9587
45534,32554,9733
45570,27563,5616
45601,28735,6509
45602,28736,6510
45603,28737,6511
45618,30691,8181
45625,6055,11555
45654,29676,7415
45656,31027,8448
45711,12165,984
45734,27902,5841
45741,31365attr94,8645
45742,31883,9081
45763,1835,2272
45764,1836,2273
45780,30480,7994
45783,1218,994
45789,1000attr37,3
45820,31787,8987
45861,6875,12002
45866,311,8519
45870,18961,2657
45901,14049,1976
45999,31365attr84,8644
46049,32370,9562
46103,32106,9308
46122,32688,9868
46144,12113,942
46145,2933,7092
46148,27257,5418
46155,1000attr35,1
46182,29391,7134
46183,29583,7325
46197,4300,10819
46274,29816,7548
46301,26747,5087
46330,13253,1539
46383,5519,11321
46387,32650,9833
46388,32651,9834
46411,13849,1908
46433,19196,2824
46442,4221,10786
46443,11148,371
46447,19409,2912
46448,19642,3097
46450,25773,4457
46465,31021,8444
46469,4275,10805
46506,30769,8243
46512,7075,12084
46559,19275,2851
46572,26774,5107
46597,13509,1704
46606,32065,9270
46618,6282,11685
46619,26873,5171
46657,28087,5937
46670,31483,8719
46727,13138,1484
46730,30415,7935
46733,5543,11337
46778,19833,3177
46780,25822,4502
46798,7286,12175
46840,26107,4689
46875,30230,7833
46930,13271,1548
46931,24489,4083
46936,1632,2184
46937,1673,2202
46939,7351,12204
46964,26838,5151
46991,10952,269
46994,11314attr574,471
47012,27427,5527
47017,30899,8349
47018,32351,9544
47020,6633,11865
47028,11030,307
47030,11035,312
47098,13710,1802
47162,28117,5968
47165,19840,3179
47201,13019,1415
47202,24439,4050
47211,6006,11523
47217,28717,6494
47258,1080,176
47282,18376,2280
47291,25518,4286
47433,13165,1502
47434,13181,1508
47440,4206,10775
47454,35184,10316
47468,29626,7372
47478,34218,10052
47516,12466,1163
47600,12356,1091
47608,4550,10934
47620,32629,9814
47631,6406,11750
47666,2157,3522
47676,32255,9459
47677,32465,9649
47704,25855,4524
47705,28712,6489
47706,7856,12428
47713,13452,1666
47717,28716,6493
47740,18570,2405
47745,24237,3982
47746,24296,3991
47747,25714,4413
47763,30989,8426
47773,20064,3271
47805,30892attr3130,8341
47816,27331,5461
47818,28103,5954
47822,7754,12379
47858,27194,5377
47859,28816,6577
47868,27914,5851
47873,13038,1431
47874,28402,6196
47876,28593,6376
47877,29689,7429
47881,34883,10099
47934,6900,12014
47994,18664,2448
47996,10951,268
48007,24637,4155
48013,13158,1497
48014,13592,1748
48022,2593,4567
48023,2595,4576
48028,30301,7851
48036,6404,11748
48170,1690,2214
48176,2629,4794
48223,5487,11303
48256,6395,11740
48275,19370,2904
48284,11951,848
48285,13446,1662
48307,19843,3181
48319,28503,6292
48328,7735,12367
48340,32727,9907
48353,10932,252
48372,11917,822
48473,23930,3817
48492,12233,1019
48527,7560,12308
48552,28437,6227
48554,28441,6231
48555,28449,6237
48591,32117,9320
48599,35073,10235
48633,14434,2080
48656,26305,4808
48672,35463,10434
48687,18433,2310
48705,6335,11706
48728,5345,11259
48759,13034,1427
48762,29922,7633
48763,5307,11244
48769,12225,1015
48795,12946,1370
48801,27097,5291
48842,942,12909
48942,7277,12172
48948,7786,12390
48959,11658,668
48962,12101,936
49031,14123attr1782,2032
49042,2509attr141,4227
49045,31910attr1398,9111
49055,25760,4448
49062,26460,4908
49078,30126attr2981,7807
49184,24606,4144
49194,7025,12050
49198,18528,2376
49205,13551,1723
49207,26748,5088
49212,31869,9067
49220,10763,156
